Sentence,Error Type,Corrected Sentence
அவர்கள் பந்து சாப்பிடுகிறாள்.,Spelling Error,அவர்கள் பந்து படிக்கிறாள்.
நாம் பந்து சாப்பிடுகிறாள்.,Spelling Error,நாம் பந்து படிக்கிறாள்.
நான் வீட்டில் விளையாடுகிறான்.,Spelling Error,நான் வீட்டில் படிக்கிறாள்.
நாம் வீட்டில் சாப்பிடுகிறாள்.,Spelling Error,நாம் வீட்டில் சாப்பிடுகிறான்.
நான் வீட்டில் சாப்பிடுகிறாள்.,Spelling Error,நான் வீட்டில் சாப்பிடுகிறான்.
பார்வதி புத்தகத்தை செல்கிறான்.,Spelling Error,பார்வதி புத்தகத்தை படிக்கிறாள்.
நான் பழத்தை படிக்கிறார்கள்.,Spelling Error,நான் பழத்தை படிக்கிறான்.
அவன் பாடத்தை படிக்கிறார்கள்.,Spelling Error,அவன் பாடத்தை படிக்கிறான்.
அவன் பழத்தை படிக்கிறார்கள்.,Spelling Error,அவன் பழத்தை விளையாடுகிறோம்.
அவள் புத்தகத்தை படிக்கிறார்கள்.,Spelling Error,அவள் புத்தகத்தை செல்வேன்.
பார்வதி பந்து விளையாடுகிறான்.,Spelling Error,பார்வதி பந்து படிக்கிறாள்.
நாம் பழத்தை விளையாடுகிறான்.,Spelling Error,நாம் பழத்தை விளையாடுகிறோம்.
பார்வதி பள்ளிக்கு விளையாடுகிறான்.,Spelling Error,பார்வதி பள்ளிக்கு சாப்பிடுகிறான்.
பார்வதி பழத்தை படிக்கிறார்கள்.,Spelling Error,பார்வதி பழத்தை சாப்பிடுகிறான்.
அவன் பாடத்தை செல்கிறான்.,Spelling Error,அவன் பாடத்தை செல்வேன்.
நாம் பள்ளிக்கு விளையாடுகிறான்.,Spelling Error,நாம் பள்ளிக்கு விளையாடுகிறோம்.
நாம் பாடத்தை செல்கிறான்.,Spelling Error,நாம் பாடத்தை சாப்பிடுகிறான்.
அவர்கள் பள்ளிக்கு சாப்பிடுவாள்.,Spelling Error,அவர்கள் பள்ளிக்கு படிக்கிறான்.
அவள் புத்தகத்தை சாப்பிடுவாள்.,Spelling Error,அவள் புத்தகத்தை சாப்பிடுகிறான்.
அவர்கள் பந்து செல்கிறான்.,Spelling Error,அவர்கள் பந்து படிக்கிறான்.
பார்வதி பந்து படிக்கிறார்கள்.,Spelling Error,பார்வதி பந்து சாப்பிடுகிறான்.
நாம் வீட்டில் படிக்கிறார்கள்.,Spelling Error,நாம் வீட்டில் படிக்கிறான்.
அவள் பள்ளிக்கு விளையாடுகிறான்.,Spelling Error,அவள் பள்ளிக்கு விளையாடுகிறோம்.
அவள் பந்து படிக்கிறார்கள்.,Spelling Error,அவள் பந்து விளையாடுகிறோம்.
நான் புத்தகத்தை சாப்பிடுகிறாள்.,Spelling Error,நான் புத்தகத்தை விளையாடுகிறோம்.
அவன் வீட்டில் விளையாடுகிறான்.,Spelling Error,அவன் வீட்டில் படிக்கிறான்.
அவன் புத்தகத்தை சாப்பிடுவாள்.,Spelling Error,அவன் புத்தகத்தை படிக்கிறாள்.
நான் வீட்டில் சாப்பிடுவாள்.,Spelling Error,நான் வீட்டில் படிக்கிறாள்.
பார்வதி பாடத்தை சாப்பிடுகிறாள்.,Spelling Error,பார்வதி பாடத்தை சாப்பிடுகிறான்.
நான் புத்தகத்தை விளையாடுகிறான்.,Spelling Error,நான் புத்தகத்தை செல்வேன்.
நான் பழத்தை செல்கிறான்.,Spelling Error,நான் பழத்தை சாப்பிடுகிறான்.
அவர்கள் பாடத்தை செல்கிறான்.,Spelling Error,அவர்கள் பாடத்தை விளையாடுகிறோம்.
நாம் வீட்டில் சாப்பிடுகிறாள்.,Spelling Error,நாம் வீட்டில் விளையாடுகிறோம்.
அவர்கள் பந்து படிக்கிறார்கள்.,Spelling Error,அவர்கள் பந்து செல்வேன்.
பார்வதி பந்து விளையாடுகிறான்.,Spelling Error,பார்வதி பந்து சாப்பிடுகிறான்.
நான் பள்ளிக்கு சாப்பிடுவாள்.,Spelling Error,நான் பள்ளிக்கு படிக்கிறான்.
அவர்கள் பழத்தை சாப்பிடுகிறாள்.,Spelling Error,அவர்கள் பழத்தை விளையாடுகிறோம்.
அவர்கள் பள்ளிக்கு சாப்பிடுவாள்.,Spelling Error,அவர்கள் பள்ளிக்கு விளையாடுகிறோம்.
அவன் பந்து செல்கிறான்.,Spelling Error,அவன் பந்து படிக்கிறான்.
அவர்கள் பந்து விளையாடுகிறான்.,Spelling Error,அவர்கள் பந்து படிக்கிறாள்.
அவன் பந்து சாப்பிடுவாள்.,Spelling Error,அவன் பந்து சாப்பிடுகிறான்.
அவள் பாடத்தை விளையாடுகிறான்.,Spelling Error,அவள் பாடத்தை விளையாடுகிறோம்.
பார்வதி வீட்டில் சாப்பிடுகிறாள்.,Spelling Error,பார்வதி வீட்டில் செல்வேன்.
அவன் பாடத்தை படிக்கிறார்கள்.,Spelling Error,அவன் பாடத்தை விளையாடுகிறோம்.
அவள் வீட்டில் விளையாடுகிறான்.,Spelling Error,அவள் வீட்டில் விளையாடுகிறோம்.
அவர்கள் பந்து சாப்பிடுவாள்.,Spelling Error,அவர்கள் பந்து சாப்பிடுகிறான்.
பார்வதி பள்ளிக்கு சாப்பிடுவாள்.,Spelling Error,பார்வதி பள்ளிக்கு படிக்கிறான்.
அவர்கள் பந்து விளையாடுகிறான்.,Spelling Error,அவர்கள் பந்து சாப்பிடுகிறான்.
பார்வதி பள்ளிக்கு செல்கிறான்.,Spelling Error,பார்வதி பள்ளிக்கு விளையாடுகிறோம்.
நாம் வீட்டில் சாப்பிடுகிறாள்.,Spelling Error,நாம் வீட்டில் படிக்கிறான்.
அவர்கள் பழத்தை சாப்பிடுவாள்.,Spelling Error,அவர்கள் பழத்தை செல்வேன்.
பார்வதி பள்ளிக்கு சாப்பிடுவாள்.,Spelling Error,பார்வதி பள்ளிக்கு விளையாடுகிறோம்.
அவள் பள்ளிக்கு படிக்கிறார்கள்.,Spelling Error,அவள் பள்ளிக்கு படிக்கிறான்.
நாம் பள்ளிக்கு விளையாடுகிறான்.,Spelling Error,நாம் பள்ளிக்கு விளையாடுகிறோம்.
அவள் பாடத்தை செல்கிறான்.,Spelling Error,அவள் பாடத்தை செல்வேன்.
பார்வதி பந்து சாப்பிடுவாள்.,Spelling Error,பார்வதி பந்து சாப்பிடுகிறான்.
அவன் புத்தகத்தை விளையாடுகிறான்.,Spelling Error,அவன் புத்தகத்தை செல்வேன்.
அவர்கள் பள்ளிக்கு சாப்பிடுகிறாள்.,Spelling Error,அவர்கள் பள்ளிக்கு செல்வேன்.
நாம் பந்து சாப்பிடுகிறாள்.,Spelling Error,நாம் பந்து விளையாடுகிறோம்.
அவள் பள்ளிக்கு செல்கிறான்.,Spelling Error,அவள் பள்ளிக்கு படிக்கிறாள்.
பார்வதி வீட்டில் செல்கிறான்.,Spelling Error,பார்வதி வீட்டில் படிக்கிறாள்.
பார்வதி பழத்தை செல்கிறான்.,Spelling Error,பார்வதி பழத்தை விளையாடுகிறோம்.
நாம் பழத்தை படிக்கிறார்கள்.,Spelling Error,நாம் பழத்தை படிக்கிறாள்.
அவன் பழத்தை விளையாடுகிறான்.,Spelling Error,அவன் பழத்தை படிக்கிறாள்.
அவள் புத்தகத்தை சாப்பிடுவாள்.,Spelling Error,அவள் புத்தகத்தை செல்வேன்.
நான் வீட்டில் செல்கிறான்.,Spelling Error,நான் வீட்டில் செல்வேன்.
பார்வதி வீட்டில் சாப்பிடுவாள்.,Spelling Error,பார்வதி வீட்டில் சாப்பிடுகிறான்.
பார்வதி புத்தகத்தை செல்கிறான்.,Spelling Error,பார்வதி புத்தகத்தை படிக்கிறான்.
அவன் பாடத்தை விளையாடுகிறான்.,Spelling Error,அவன் பாடத்தை படிக்கிறாள்.
நாம் வீட்டில் படிக்கிறார்கள்.,Spelling Error,நாம் வீட்டில் படிக்கிறாள்.
அவள் புத்தகத்தை விளையாடுகிறான்.,Spelling Error,அவள் புத்தகத்தை விளையாடுகிறோம்.
அவர்கள் பழத்தை சாப்பிடுவாள்.,Spelling Error,அவர்கள் பழத்தை விளையாடுகிறோம்.
நாம் பந்து சாப்பிடுவாள்.,Spelling Error,நாம் பந்து செல்வேன்.
நாம் பாடத்தை சாப்பிடுகிறாள்.,Spelling Error,நாம் பாடத்தை படிக்கிறான்.
நான் புத்தகத்தை சாப்பிடுகிறாள்.,Spelling Error,நான் புத்தகத்தை சாப்பிடுகிறான்.
நான் வீட்டில் சாப்பிடுகிறாள்.,Spelling Error,நான் வீட்டில் செல்வேன்.
பார்வதி வீட்டில் சாப்பிடுவாள்.,Spelling Error,பார்வதி வீட்டில் படிக்கிறாள்.
அவள் பள்ளிக்கு சாப்பிடுவாள்.,Spelling Error,அவள் பள்ளிக்கு படிக்கிறாள்.
நாம் பள்ளிக்கு சாப்பிடுகிறாள்.,Spelling Error,நாம் பள்ளிக்கு படிக்கிறாள்.
அவன் பள்ளிக்கு படிக்கிறார்கள்.,Spelling Error,அவன் பள்ளிக்கு சாப்பிடுகிறான்.
நாம் பந்து விளையாடுகிறான்.,Spelling Error,நாம் பந்து செல்வேன்.
அவள் புத்தகத்தை சாப்பிடுகிறாள்.,Spelling Error,அவள் புத்தகத்தை செல்வேன்.
அவன் பழத்தை செல்கிறான்.,Spelling Error,அவன் பழத்தை விளையாடுகிறோம்.
அவன் பந்து சாப்பிடுவாள்.,Spelling Error,அவன் பந்து படிக்கிறான்.
பார்வதி புத்தகத்தை படிக்கிறார்கள்.,Spelling Error,பார்வதி புத்தகத்தை சாப்பிடுகிறான்.
அவன் புத்தகத்தை சாப்பிடுவாள்.,Spelling Error,அவன் புத்தகத்தை விளையாடுகிறோம்.
அவர்கள் பள்ளிக்கு சாப்பிடுகிறாள்.,Spelling Error,அவர்கள் பள்ளிக்கு படிக்கிறான்.
பார்வதி புத்தகத்தை படிக்கிறார்கள்.,Spelling Error,பார்வதி புத்தகத்தை சாப்பிடுகிறான்.
அவள் புத்தகத்தை செல்கிறான்.,Spelling Error,அவள் புத்தகத்தை செல்வேன்.
அவர்கள் பள்ளிக்கு சாப்பிடுகிறாள்.,Spelling Error,அவர்கள் பள்ளிக்கு செல்வேன்.
அவன் பள்ளிக்கு செல்கிறான்.,Spelling Error,அவன் பள்ளிக்கு செல்வேன்.
நாம் புத்தகத்தை செல்கிறான்.,Spelling Error,நாம் புத்தகத்தை படிக்கிறான்.
அவர்கள் பாடத்தை சாப்பிடுகிறாள்.,Spelling Error,அவர்கள் பாடத்தை விளையாடுகிறோம்.
நாம் பள்ளிக்கு விளையாடுகிறான்.,Spelling Error,நாம் பள்ளிக்கு செல்வேன்.
பார்வதி பழத்தை சாப்பிடுவாள்.,Spelling Error,பார்வதி பழத்தை விளையாடுகிறோம்.
பார்வதி பாடத்தை விளையாடுகிறான்.,Spelling Error,பார்வதி பாடத்தை சாப்பிடுகிறான்.
பார்வதி பாடத்தை விளையாடுகிறான்.,Spelling Error,பார்வதி பாடத்தை விளையாடுகிறோம்.
அவர்கள் பந்து சாப்பிடுவாள்.,Spelling Error,அவர்கள் பந்து சாப்பிடுகிறான்.
அவள் வீட்டில் சாப்பிடுகிறாள்.,Spelling Error,அவள் வீட்டில் படிக்கிறாள்.
நான் வீட்டில் படிக்கிறார்கள்.,Spelling Error,நான் வீட்டில் விளையாடுகிறோம்.
நான் பள்ளிக்கு செல்கிறான்.,Spelling Error,நான் பள்ளிக்கு செல்வேன்.
நான் பழத்தை சாப்பிடுகிறாள்.,Spelling Error,நான் பழத்தை சாப்பிடுகிறான்.
நாம் பழத்தை சாப்பிடுகிறாள்.,Spelling Error,நாம் பழத்தை சாப்பிடுகிறான்.
